1	Then Job answered the LORD, and said,
Psalm 103:4	Who redeems your life from destruction; who crowns you with loving kindness and tender mercies;
Psalm 103:5	Who satisfies your mouth with good things; so that your youth is renewed like the eagle’s.
Psalm 103:6	The LORD executes righteousness and judgment for all that are oppressed.
Psalm 103:7	He made known his ways to Moses, his acts to the children of Israel.
Psalm 103:8	The LORD is merciful and gracious, slow to anger, and plenteous in mercy.
Psalm 103:9	He will not always chide: neither will he keep his anger for ever.
Psalm 103:10	He has not dealt with us after our sins; nor rewarded us according to our iniquities.
Psalm 103:11	For as the heaven is high above the earth, so great is his mercy toward them that fear him.
Psalm 103:12	As far as the east is from the west, so far has he removed our transgressions from us.
Psalm 103:13	Like as a father pities his children, so the LORD pities them that fear him.
Psalm 103:14	For he knows our frame; he remembers that we are dust.
Psalm 103:15	As for man, his days are as grass: as a flower of the field, so he flourishes.
Psalm 103:16	For the wind passes over it, and it is gone; and the place thereof shall know it no more.
Psalm 103:17	But the mercy of the LORD is from everlasting to everlasting on them that fear him, and his righteousness to children’s children;
Psalm 103:18	To such as keep his covenant, and to those that remember his commandments to do them.
Psalm 103:19	The LORD has prepared his throne in the heavens; and his kingdom rules over all.
Psalm 103:20	Bless the LORD, you his angels, that excel in strength, that do his commandments, hearkening to the voice of his word.
Psalm 103:21	Bless you the LORD, all you his hosts; you ministers of his, that do his pleasure.
Psalm 103:22	Bless the LORD, all his works in all places of his dominion: bless the LORD, O my soul.
Psalm 104:1	Bless the LORD, O my soul. O LORD my God, you are very great; you are clothed with honor and majesty.
Psalm 104:2	Who cover yourself with light as with a garment: who stretch out the heavens like a curtain:
Psalm 104:3	Who lays the beams of his chambers in the waters: who makes the clouds his chariot: who walks on the wings of the wind:
Psalm 104:4	Who makes his angels spirits; his ministers a flaming fire:
Psalm 104:5	Who laid the foundations of the earth, that it should not be removed for ever.
Psalm 104:6	You covered it with the deep as with a garment: the waters stood above the mountains.
Psalm 104:7	At your rebuke they fled; at the voice of your thunder they hurried away.
Psalm 104:8	They go up by the mountains; they go down by the valleys to the place which you have founded for them.
Psalm 104:9	You have set a bound that they may not pass over; that they turn not again to cover the earth.
Psalm 104:10	He sends the springs into the valleys, which run among the hills.
Psalm 104:11	They give drink to every beast of the field: the wild asses quench their thirst.
Psalm 104:12	By them shall the fowls of the heaven have their habitation, which sing among the branches.
Psalm 104:13	He waters the hills from his chambers: the earth is satisfied with the fruit of your works.
Psalm 104:14	He causes the grass to grow for the cattle, and herb for the service of man: that he may bring forth food out of the earth;
Psalm 104:15	And wine that makes glad the heart of man, and oil to make his face to shine, and bread which strengthens man’s heart.
Psalm 104:16	The trees of the LORD are full of sap; the cedars of Lebanon, which he has planted;
Psalm 104:17	Where the birds make their nests: as for the stork, the fir trees are her house.
Psalm 104:18	The high hills are a refuge for the wild goats; and the rocks for the conies.
Psalm 104:19	He appointed the moon for seasons: the sun knows his going down.
Psalm 104:20	You make darkness, and it is night: wherein all the beasts of the forest do creep forth.
Psalm 104:21	The young lions roar after their prey, and seek their meat from God.
Psalm 104:22	The sun rises, they gather themselves together, and lay them down in their dens.
Psalm 104:23	Man goes forth to his work and to his labor until the evening.
Psalm 104:24	O LORD, how manifold are your works! in wisdom have you made them all: the earth is full of your riches.
Psalm 104:25	So is this great and wide sea, wherein are things creeping innumerable, both small and great beasts.
Psalm 104:26	There go the ships: there is that leviathan, whom you have made to play therein.
Psalm 104:27	These wait all on you; that you may give them their meat in due season.
Psalm 104:28	That you give them they gather: you open your hand, they are filled with good.
Psalm 104:29	You hide your face, they are troubled: you take away their breath, they die, and return to their dust.
Psalm 104:30	You send forth your spirit, they are created: and you renew the face of the earth.
Psalm 104:31	The glory of the LORD shall endure for ever: the LORD shall rejoice in his works.
Psalm 104:32	He looks on the earth, and it trembles: he touches the hills, and they smoke.
Psalm 104:33	I will sing to the LORD as long as I live: I will sing praise to my God while I have my being.
Psalm 104:34	My meditation of him shall be sweet: I will be glad in the LORD.
Psalm 104:35	Let the sinners be consumed out of the earth, and let the wicked be no more. Bless you the LORD, O my soul. Praise you the LORD.
Psalm 105:1	O give thanks to the LORD; call on his name: make known his deeds among the people.
Psalm 105:2	Sing to him, sing psalms to him: talk you of all his wondrous works.
Psalm 105:3	Glory you in his holy name: let the heart of them rejoice that seek the LORD.
Psalm 105:4	Seek the LORD, and his strength: seek his face ever more.
Psalm 105:5	Remember his marvelous works that he has done; his wonders, and the judgments of his mouth;
Psalm 105:6	O you seed of Abraham his servant, you children of Jacob his chosen.
Psalm 105:7	He is the LORD our God: his judgments are in all the earth.
Psalm 105:8	He has remembered his covenant for ever, the word which he commanded to a thousand generations.
Psalm 105:9	Which covenant he made with Abraham, and his oath to Isaac;
Psalm 105:10	And confirmed the same to Jacob for a law, and to Israel for an everlasting covenant:
Psalm 105:11	Saying, To you will I give the land of Canaan, the lot of your inheritance:
Psalm 105:12	When they were but a few men in number; yes, very few, and strangers in it.
Psalm 105:13	When they went from one nation to another, from one kingdom to another people;
Psalm 105:14	He suffered no man to do them wrong: yes, he reproved kings for their sakes;
Psalm 105:15	Saying, Touch not my anointed, and do my prophets no harm.
Psalm 105:16	Moreover he called for a famine on the land: he broke the whole staff of bread.
Psalm 105:17	He sent a man before them, even Joseph, who was sold for a servant:
Psalm 105:18	Whose feet they hurt with fetters: he was laid in iron:
Psalm 105:19	Until the time that his word came: the word of the LORD tried him.
Psalm 105:20	The king sent and loosed him; even the ruler of the people, and let him go free.
Psalm 105:21	He made him lord of his house, and ruler of all his substance:
Psalm 105:22	To bind his princes at his pleasure; and teach his senators wisdom.
Psalm 105:23	Israel also came into Egypt; and Jacob sojourned in the land of Ham.
Psalm 105:24	And he increased his people greatly; and made them stronger than their enemies.
Psalm 105:25	He turned their heart to hate his people, to deal subtly with his servants.
Psalm 105:26	He sent Moses his servant; and Aaron whom he had chosen.
Psalm 105:27	They showed his signs among them, and wonders in the land of Ham.
Psalm 105:28	He sent darkness, and made it dark; and they rebelled not against his word.
Psalm 105:29	He turned their waters into blood, and slew their fish.
Psalm 105:30	Their land brought forth frogs in abundance, in the chambers of their kings.
Psalm 105:31	He spoke, and there came divers sorts of flies, and lice in all their coasts.
Psalm 105:32	He gave them hail for rain, and flaming fire in their land.
Psalm 105:33	He smote their vines also and their fig trees; and broke the trees of their coasts.
Psalm 105:34	He spoke, and the locusts came, and caterpillars, and that without number,
Psalm 105:35	And did eat up all the herbs in their land, and devoured the fruit of their ground.
Psalm 105:36	He smote also all the firstborn in their land, the chief of all their strength.
Psalm 105:37	He brought them forth also with silver and gold: and there was not one feeble person among their tribes.
Psalm 105:38	Egypt was glad when they departed: for the fear of them fell on them.
Psalm 105:39	He spread a cloud for a covering; and fire to give light in the night.
Psalm 105:40	The people asked, and he brought quails, and satisfied them with the bread of heaven.
Psalm 105:41	He opened the rock, and the waters gushed out; they ran in the dry places like a river.
Psalm 105:42	For he remembered his holy promise, and Abraham his servant.
Psalm 105:43	And he brought forth his people with joy, and his chosen with gladness:
Psalm 105:44	And gave them the lands of the heathen: and they inherited the labor of the people;
Psalm 105:45	That they might observe his statutes, and keep his laws. Praise you the LORD.
