1	Then Job answered Yahweh,
Psalm 90:16	Let your work appear to your servants; your glory to their children.
Psalm 90:17	Let the favor of the Lord our God be on us; establish the work of our hands for us; yes, establish the work of our hands.
Psalm 91:1	He who dwells in the secret place of the Most High will rest in the shadow of the Almighty.
Psalm 91:2	I will say of Yahweh, “He is my refuge and my fortress; my God, in whom I trust.”
Psalm 91:3	For he will deliver you from the snare of the fowler, and from the deadly pestilence.
Psalm 91:4	He will cover you with his feathers. Under his wings you will take refuge. His faithfulness is your shield and rampart.
Psalm 91:5	You shall not be afraid of the terror by night, nor of the arrow that flies by day;
Psalm 91:6	nor of the pestilence that walks in darkness, nor of the destruction that wastes at noonday.
Psalm 91:7	A thousand may fall at your side, and ten thousand at your right hand; but it will not come near you.
Psalm 91:8	You will only look with your eyes, and see the recompense of the wicked.
Psalm 91:9	Because you have made Yahweh your refuge, and the Most High your dwelling place,
Psalm 91:10	no evil shall happen to you, neither shall any plague come near your dwelling.
Psalm 91:11	For he will put his angels in charge of you, to guard you in all your ways.
Psalm 91:12	They will bear you up in their hands, so that you won’t dash your foot against a stone.
Psalm 91:13	You will tread on the lion and cobra. You will trample the young lion and the serpent underfoot.
Psalm 91:14	“Because he has set his love on me, therefore I will deliver him. I will set him on high, because he has known my name.
Psalm 91:15	He will call on me, and I will answer him. I will be with him in trouble. I will deliver him, and honor him.
Psalm 91:16	I will satisfy him with long life, and show him my salvation.”
Psalm 92:1	A Psalm. A song for the Sabbath day. It is a good thing to give thanks to Yahweh, to sing praises to your name, Most High;
Psalm 92:2	to proclaim your loving kindness in the morning, and your faithfulness every night,
Psalm 92:3	with the ten-stringed lute, with the harp, and with the melody of the lyre.
Psalm 92:4	For you, Yahweh, have made me glad through your work. I will triumph in the works of your hands.
Psalm 92:5	How great are your works, Yahweh! Your thoughts are very deep.
Psalm 92:6	A senseless man doesn’t know, neither does a fool understand this:
Psalm 92:7	though the wicked spring up as the grass, and all the evildoers flourish, they will be destroyed forever.
Psalm 92:8	But you, Yahweh, are on high forevermore.
Psalm 92:9	For, behold, your enemies, Yahweh, for, behold, your enemies shall perish. All the evildoers will be scattered.
Psalm 92:10	But you have exalted my horn like that of the wild ox. I am anointed with fresh oil.
Psalm 92:11	My eye has also seen my enemies. My ears have heard of the wicked enemies who rise up against me.
Psalm 92:12	The righteous shall flourish like the palm tree. He will grow like a cedar in Lebanon.
Psalm 92:13	They are planted in Yahweh’s house. They will flourish in our God’s courts.
Psalm 92:14	They will still bring forth fruit in old age. They will be full of sap and green,
Psalm 92:15	to show that Yahweh is upright. He is my rock, and there is no unrighteousness in him.
Psalm 93:1	Yahweh reigns! He is clothed with majesty! Yahweh is armed with strength. The world also is established. It can’t be moved.
Psalm 93:2	Your throne is established from long ago. You are from everlasting.
Psalm 93:3	The floods have lifted up, Yahweh, the floods have lifted up their voice. The floods lift up their waves.
Psalm 93:4	Above the voices of many waters, the mighty breakers of the sea, Yahweh on high is mighty.
Psalm 93:5	Your statutes stand firm. Holiness adorns your house, Yahweh, forevermore.
Psalm 94:1	Yahweh, you God to whom vengeance belongs, you God to whom vengeance belongs, shine forth.
Psalm 94:2	Rise up, you judge of the earth. Pay back the proud what they deserve.
Psalm 94:3	Yahweh, how long will the wicked, how long will the wicked triumph?
Psalm 94:4	They pour out arrogant words. All the evildoers boast.
Psalm 94:5	They break your people in pieces, Yahweh, and afflict your heritage.
Psalm 94:6	They kill the widow and the alien, and murder the fatherless.
Psalm 94:7	They say, “Yah will not see, neither will Jacob’s God consider.”
Psalm 94:8	Consider, you senseless among the people; you fools, when will you be wise?
Psalm 94:9	He who implanted the ear, won’t he hear? He who formed the eye, won’t he see?
Psalm 94:10	He who disciplines the nations, won’t he punish? He who teaches man knows.
Psalm 94:11	Yahweh knows the thoughts of man, that they are futile.
Psalm 94:12	Blessed is the man whom you discipline, Yah, and teach out of your law;
Psalm 94:13	that you may give him rest from the days of adversity, until the pit is dug for the wicked.
Psalm 94:14	For Yahweh won’t reject his people, neither will he forsake his inheritance.
Psalm 94:15	For judgment will return to righteousness. All the upright in heart shall follow it.
Psalm 94:16	Who will rise up for me against the wicked? Who will stand up for me against the evildoers?
Psalm 94:17	Unless Yahweh had been my help, my soul would have soon lived in silence.
Psalm 94:18	When I said, “My foot is slipping!” Your loving kindness, Yahweh, held me up.
Psalm 94:19	In the multitude of my thoughts within me, your comforts delight my soul.
Psalm 94:20	Shall the throne of wickedness have fellowship with you, which brings about mischief by statute?
Psalm 94:21	They gather themselves together against the soul of the righteous, and condemn the innocent blood.
Psalm 94:22	But Yahweh has been my high tower, my God, the rock of my refuge.
Psalm 94:23	He has brought on them their own iniquity, and will cut them off in their own wickedness. Yahweh, our God, will cut them off.
Psalm 95:1	Oh come, let’s sing to Yahweh. Let’s shout aloud to the rock of our salvation!
Psalm 95:2	Let’s come before his presence with thanksgiving. Let’s extol him with songs!
Psalm 95:3	For Yahweh is a great God, a great King above all gods.
Psalm 95:4	In his hand are the deep places of the earth. The heights of the mountains are also his.
Psalm 95:5	The sea is his, and he made it. His hands formed the dry land.
Psalm 95:6	Oh come, let’s worship and bow down. Let’s kneel before Yahweh, our Maker,
Psalm 95:7	for he is our God. We are the people of his pasture, and the sheep in his care. Today, oh that you would hear his voice!
Psalm 95:8	Don’t harden your heart, as at Meribah, as in the day of Massah in the wilderness,
Psalm 95:9	when your fathers tempted me, tested me, and saw my work.
Psalm 95:10	Forty long years I was grieved with that generation, and said, “It is a people that errs in their heart. They have not known my ways.”
Psalm 95:11	Therefore I swore in my wrath, “They won’t enter into my rest.”
Psalm 96:1	Sing to Yahweh a new song! Sing to Yahweh, all the earth.
Psalm 96:2	Sing to Yahweh! Bless his name! Proclaim his salvation from day to day!
Psalm 96:3	Declare his glory among the nations, his marvelous works among all the peoples.
Psalm 96:4	For great is Yahweh, and greatly to be praised! He is to be feared above all gods.
Psalm 96:5	For all the gods of the peoples are idols, but Yahweh made the heavens.
Psalm 96:6	Honor and majesty are before him. Strength and beauty are in his sanctuary.
Psalm 96:7	Ascribe to Yahweh, you families of nations, ascribe to Yahweh glory and strength.
Psalm 96:8	Ascribe to Yahweh the glory due to his name. Bring an offering, and come into his courts.
Psalm 96:9	Worship Yahweh in holy array. Tremble before him, all the earth.
Psalm 96:10	Say among the nations, “Yahweh reigns.” The world is also established. It can’t be moved. He will judge the peoples with equity.
Psalm 96:11	Let the heavens be glad, and let the earth rejoice. Let the sea roar, and its fullness!
Psalm 96:12	Let the field and all that is in it exult! Then all the trees of the woods shall sing for joy
Psalm 96:13	before Yahweh; for he comes, for he comes to judge the earth. He will judge the world with righteousness, the peoples with his truth.
Psalm 97:1	Yahweh reigns! Let the earth rejoice! Let the multitude of islands be glad!
Psalm 97:2	Clouds and darkness are around him. Righteousness and justice are the foundation of his throne.
Psalm 97:3	A fire goes before him, and burns up his adversaries on every side.
Psalm 97:4	His lightning lights up the world. The earth sees, and trembles.
Psalm 97:5	The mountains melt like wax at the presence of Yahweh, at the presence of the Lord of the whole earth.
Psalm 97:6	The heavens declare his righteousness. All the peoples have seen his glory.
Psalm 97:7	Let all them be shamed who serve engraved images, who boast in their idols. Worship him, all you gods!
Psalm 97:8	Zion heard and was glad. The daughters of Judah rejoiced, because of your judgments, Yahweh.
Psalm 97:9	For you, Yahweh, are most high above all the earth. You are exalted far above all gods.
Psalm 97:10	You who love Yahweh, hate evil. He preserves the souls of his saints. He delivers them out of the hand of the wicked.
Psalm 97:11	Light is sown for the righteous, and gladness for the upright in heart.
Psalm 97:12	Be glad in Yahweh, you righteous people! Give thanks to his holy Name.
Psalm 98:1	A Psalm. Sing to Yahweh a new song, for he has done marvelous things! His right hand, and his holy arm, have worked salvation for him.
Psalm 98:2	Yahweh has made known his salvation. He has openly shown his righteousness in the sight of the nations.
